text,label
&#128119;&#128119; you needa stop sucking dick hoe &#128514;&#128514;,offensive
"&#128128; RT @OGBEARD: ""OMG LIL B FOLLOWED ME YASSSS"" 

bitch he follow everybody shut yo ass up",offensive
&#128128;&#128128; RT @monique504Q: &#128557;&#128128; &#8220;@ByeKandace: hop off hoe. RT @KekePalmer: Come on @KSTiLLS!!! &#128079;&#128079;&#128079;&#128079;&#128079;&#128079;&#128079;&#8221;,offensive
&#128129;&#128513;&#128586;- lmao my nigga . Let's go half on a weed brownie &#128553; we will be laughing hard as hell in senior seminar,offensive
&#128131;&#128131; &amp; if you ain't a ho get up out my trap hooouseee.,offensive
&#128139;&#128175; - ugh bitch I love you &amp; that A S S &#128553; your just simply FLAWLESS &#128149; I remember when you cute a peice of your hair hella short &#128514;,offensive
"&#128149;&#128149;&#128149; pussy ride dick like she a Jamaican / \ / &#128167;\ 
. */. &#127796; |. &#165;~ ! &#127796;. | &gt; \ 
&#128043; $. / &#127806;\ ; &#128043; ) &amp;&#128043;*",offensive
&#128165;&#128162; on the pussy http://t.co/mWXQnjm4So,offensive
&#128175; RT @DammitHamm_: Loyal pussy .,offensive
&#128175; my bitch &#128079;&#128523;,offensive
&#128347; is the most important thing. All this temporary bullshit and lies is fa the birds. Kill that !,offensive
&#128514; &#8220;@BossmobbE: Racist all month .. Fuck u honkey&#8221;,hateful
"&#128514; Gucci b having me on my rude shit&#8220;@AmazinNaNa: Lol that's not nice ""@SMCo71: "" that bitch aint worth a quarter """"&#8221;",offensive
&#128514; RT @LaShana_Sinead: Mimi too old to be covering her titties during sex&#128514;&#128514;&#128514; bitch you childish,offensive
&#128514; RT @TheOnlyReed: LMFAO RT @Tone314: If you watching porn &amp; beating off &amp; yo homie text u &amp; it show his name in the banner you're a faggot,hateful
&#128514; bruh these hoes gotta be stupid.,offensive
&#128514;&#128514; &#8220;@Juggs201: SOMEBODY GONNA DIE &#128557;&#128557;&#128557; RT @SMCo71: @Juggs201 &#128514; theres a bitch on NJT setting up a lean as we tweet&#8221;,offensive
&#128514;&#128514; &#8220;@JusDahl &#8220;@JustKorey &#8220;@JusDahl: Y'all have boring sex.&#8221; Nope.. I lick the side of my bitch face when I'm hittin it from the back&#8221;&#8221;,offensive
&#128514;&#128514; &#8220;@mcdonavins: Of course cooder's nudes are trash. She lives in the DMV what did you expect? &#128514;&#128514;&#128514;.&#8221;,offensive
&#128514;&#128514; My stomach in pain like a mufucka RT @OwIPharaoh This the nigga that's rating bitches 3/10? http://t.co/yFlFuBJ2Po,offensive
&#128514;&#128514; bitches get stuff done. http://t.co/GvFpk65ah5,offensive
&#128514;&#128514; fucc nicca yu pose to be pullin up,hateful
&#128514;&#128514; maaaaannnn i hope so! RT @ABrown252: @VonshayeB did we get rid of John Legend looking Charlie Batch?,neutral
&#128514;&#128514; mike calls me t-bird @mikemastroccco,neutral
"&#128514;&#128514; niggas sending screenshots of me to they bitches like "" stop texting cuh "" &#128557;",offensive
&#128514;&#128514; this white bitch think she miley cyrus &#128557;&#128557; http://t.co/lFfy5HvcNa,offensive
&#128514;&#128514;&#128514; &#8220;@snapbackBLAC: i seen a thot ass bitch in some high top whites&#8221;,offensive
&#128514;&#128514;&#128514; Nicca gotta team full of worsum hoes,offensive
"&#128514;&#128514;&#128514; RT &#8220;@TuneLuciano: this hoe just DM'd me sayin ""never give up in your dreams""...fuckin fortune cookie ass hoe, fuck out my DM's&#8221;",offensive
&#128514;&#128514;&#128514; RT @A2daO: When a dyke get pregnant by mistake &gt;&gt;&gt;&gt;&gt;,offensive
"&#128514;&#128514;&#128514; RT@gxdlyvisuals: ""bitch i know you got games on your phone"" http://t.co/I2HyINFIdW",offensive
&#128514;&#128514;&#128514; bitch my lrt,offensive
&#128514;&#128514;&#128514; burnt pussy lips,offensive
"&#128514;&#128514;&#128514; i just said that RT @BoyThats_ARYAH: My TL gotta chill with this pretty face challenge foolishness, y'all hoes agg",hateful
&#128514;&#128514;&#128514; nah if you round me you do Molly &#8220;@CallNeeshCakey: Only bitches with no nigga do Mollies...&#8221;,offensive
&#128514;&#128514;&#128514; played that nigga smh &#8220;@sexualgifss: bitches are so shady... oh my god &#128514;&#128514; http://t.co/1VhC9LqsKg&#8221;,offensive
"&#128514;&#128514;&#128514;&#128514; &#128128;&#128128; &#8220;@LisforLex: No bitch go away &#9995;""@subnorbot1: @Tats_NSnapbacks @LisforLex @LisforLex tu puta madre @carlosnoodles""&#8221;",offensive
&#128514;&#128514;&#128514;&#128514; @shoota1017 bitch was mad af https://t.co/9C4i4W7Q7D,offensive
&#128514;&#128514;&#128514;&#128514; I hate you! RT @YumiYoko: Cyrus ho is a rookie slut. getting the cash after the date? nope nope nope.,offensive
&#128514;&#128514;&#128514;&#128514; RT @MREEUH: when you're trying to relax but your pussy is shooting out light beams http://t.co/5eHbmr8TKo,offensive
&#128514;&#128514;&#128514;&#128514; RT @SMASHaVelli: Murda out here sucking bitches &#128514;&#128514;&#128514;&#128514; #howDhow?,offensive
&#128514;&#128514;&#128514;&#128514; bitch if you're the hobbit you need to let me know right now &#128514;&#128514;&#128514;&#128514;&#128079;&#128079;&#128079;,offensive
&#128514;&#128514;&#128514;&#128514; these folks so bad. I'm just here to talk trash.,offensive
&#128514;&#128514;&#128514;&#128514;&#128514; brittany bitch u my dog man &#128514;&#128514;&#128514;&#9996;&#65039;&#9996;&#65039;&#128553;&#128553;&#128553;&#128553;&#128553;&#128553;&#128569;&#128569;&#128584;&#128584;&#128584;&#128584;,offensive
&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; RT @KarltonHinez: @ItsNotHarold smh bitch sellin her ass,offensive
"&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;""@betysweetcocker: That pussy is just....&#128561; imma assume she just had a baby like..the day before""",offensive
"&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;""@AlisaRenee: you a faggot if you eat pork chops.""",offensive
&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; RT @PushupSensei: McNair had brisket sizzlin on the grill when his side hoe laid the Uzi game down,offensive
&#128514;&#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#128557;RT @KfromtheG: Mexican bitches shaped like silly puddy!,offensive
&#128514;&#128514;&#128514;&#128514;RT @KfromtheG: You a hoe if ya grandma got a tattoo.,offensive
&#128514;&#128514;&#128514;RT @LiViBADD88: cheap hair.. cheap dresses.. cheap shoes.. tacky ass little bitches,offensive
&#128514;&#128514;&#128514;RT @kwagiheath: Them 1st 48 Charlotte goon niccas gon Fkkk around and burn Bank Of America stadium down&#128293;,hateful
"&#128514;&#128514;&#8220;@BrandonBeSlydin: My fucking god bruh, the birds from southridge are in front of my house.&#8221;",offensive
&#128514;&#128557; I have to explore the pussy out there @Austin__321 http://t.co/GER0IPaBPA,offensive
"&#128514;&#128557; RT @kiaaXO_: RT @sweetbre_xo: Lmfao ""@BeingMsDaisy: WTF kinda pussy my mom think I got, buying this shit. &#128530;&#9995; http://t.co/uZvnXQFMFn""",offensive
&#128514;&#128557;&#128128; RT @iDO_me2: Hood hoes love Harrell football team&#128528;,offensive
&#128514;&#9995;&#8220;@iSell_Pussy4EBT &#8220;@Sco_ForIt bucket RT &#8220;@iSell_Pussy4EBT: Trash &#8220;@_manlookaKeedY: All you bitches is my SONS &#128520; http://t.co/LrMBWFPMaE,offensive
&#128514;RT @1BaD_dOc: I hate when people get on my bad side cause I honestly don't like to act like a bitch,offensive
"&#128518;""@QbF150: On a leash &#128555;RT @80sbaby4life: Just pussy &#128553;""",offensive
&#128520;&#127383; we snap chatted for one night lol. But you're cute. Snapchat me back nig,neutral
&#128520;&#128525;&#128176; - your my BFFL. I love you ya funcy bitch &#128514; I went Finna be faded &amp; shaded on ya C Day &#128153; #WEDEMGIRLZ &#128520;&#128526;&#128176;&#128526;,offensive
"&#128521;&#128077;
#yep #donttryme #bitch #bitchmode #testme #Truth #trust http://t.co/ky9Fi39zUx",offensive
"&#128525;&#128525;&#128525;

&#8220;@whatskillfeed: i guess ill just trash this drawing because of roster changes...&#128532; http://t.co/2r8wqgE8cR&#8221;",neutral
"&#128527; haahaa ,dumb bitch",offensive
&#128530; RT @coldhearted9_: &#8220;@11wdNICK: Still can't see what niggers see in them white hoes....&#8221;&#128563; don't do this everrrrrr,offensive
&#128530; my nerves are being worked cos of my monkey &#128529;&#128545;,neutral
&#128530;RT @LiViBADD88: so many pretty bitches coming to my birthday dinner &#128556;,offensive
&#128530;RT @SedSince81: niggers RT @VonshayeB Before any moves are made... my black ass must take a nap!,offensive
&#128532; RT @MichyDoe: Every week them hoes partying ! I see them hoes in every city partying for an event,offensive
&#128532;RT @FunnyJulius: #ACTRIST RT @sheEBONYblack: &#8220;@HotKommodity05: &#128553;&#128553;&#128553;&#128553; &#8220;@A2daO: U bitches tripping smh http://t.co/Ywz59nbnR7,offensive
"&#128539;&#128120; you've been a good as friend to me , glad I got your honkie ass. Let's fuck shit up this year",offensive
&#128540;&#128583;&#128582; I hate ya bitch ass,offensive
&#128543; &#8220;@DubPeeWorld: So the new wave is bitches wearing mini shovels on their hand&#8221;,offensive
&#128553; cunt,offensive
&#128553; monkey mad,neutral
&#128553;&#128514; RT @willieBEAMINN: @_VinChi3 bitches they get bat or sumn *ak voice*,offensive
&#128553;&#128553;&#128514; damn roaches got dicks n pussy to be doing this lol??? http://t.co/OiIxcfos3m,offensive
&#128553;&#128553;&#128514;&#128557;&#128557; RT @Eb_Reloaded: @11wdNICK @KingHov1313 swear to God bitch I'm bouta delete my twitter account http://t.co/YPi52s4dtC,offensive
&#128553;&#128557; RT @Freegeezy17: My Co worker talking about what's my twitter name Oh no hoe you could never screen shot me to the boss,offensive
&#128553;&#128557; RT @KingHov1313: Fox8 got dem bitches huh!&#128588;&#128588;&#128588;&#128588;&#128588;&#128588;,offensive
&#128555;&#128555;&#128555;&#128555;&#128555;&#128532;&#128532;&#128532;&#128532;&#128532;&#128532; this fucking bitch Rachel needs to die please,offensive
&#128555;ugly bitches get no love,offensive
&#128557; RT @KingHov1313: I be thinkin Errbody wanna give me some pussy!&#128553;,offensive
&#128557; RT @That_Mclovin: &#8220;Yass bitch Yass &#128128;&#128128; @VikkiNoSecrets: Too soon? &#128514;&#8221;,offensive
&#128557; RT @TrashAssTweets: When you wake up to bae being a hoe on the TL http://t.co/rbxh33ounM,offensive
"&#128557; RT @red_daddy17: But wait if he got a ole lady and still ""quenching yo girl"" is he a unfaithful water fountain for hoes?!?!",offensive
&#128557;&#128557; &#8220;@_____AL: Y'all be tweakin wit that WCE shit. Ain't no way in hell u like that bitch every single day.&#8221;,offensive
&#128557;&#128557; RT @KingHorseDick: Welp RT @ThePlasticPope The prettier bitch usually loses lol this Is science,offensive
&#128557;&#128557; RT @KingHov1313: Niggaz get free pussy off of bounce beats alone!&#128584;&#128557;&#128557;&#128557;&#128557;,offensive
&#128557;&#128557;&#128557; Foh RT @MizzCreme: #IDGT RT @eTheHustla: Good pussy don't neva get tired!!!,offensive
&#128557;&#128557;&#128557; RT @EsckmoTrent: I swear Niggas use to step one foot off the bus and bitches would be like NEXTTTT &#128553;&#128514;&#128514; http://t.co/XjKUdt4BUB,offensive
"&#128557;&#128557;&#128557; RT @VineForTheByrd: Bae: go text your hoes 
Me: https://t.co/5PAfEceL1i",offensive
&#128557;&#128557;&#128557; RT @tryna_be_famous: Brees been trash since this.... http://t.co/EvYSf5JFkt,offensive
&#128557;&#128557;&#128557;&#128530; RT @KingHov1313: At work imma real Uncle Tom!&#128584;,neutral
&#128557;&#128557;&#128557;&#128557;&#128557;&#128557;&#128557; RT @RealityyBites: Nope Thts not wht it says here.. RT @PeachDulce: I'm not a hoe. I'm a people person http://t.co/RJ1vIx7VCz,offensive
&#128561;that bitch is from Moreno Valley........ &#128530;,offensive
&#128563; RT @KingHov1313: They recruited buku fags in here!&#128563;...a warehouse is no place for them!&#128530;,hateful
&#128563; RT @Pr3ttyN33: &#8220;@11wdNICK: I think all dem hoes on LAHHH regular....&#8221;my co worker was messing with Omarion bm &#128553;,offensive
&#128563; RT @UBoyRock17: &#128557;&#128557;&#128557; these hoes selfish,offensive
"&#128563; RT @ariluvsall: Niccas y'all need lives, money, pussy, hobbies, or sum guidance ... Bunch of Petty miserable dick n a booty ass Boys ...",offensive
&#128563;&#128563;&#128563; RT @winterlove___: &#8220;@thisisyoungdj: Every girl got a #wcw and fake gay til it's time to eat sum pussy. But I'm &#128564;&#8221; not me &#128523; lol,offensive
&#128563;Oh this bitch Midy must be crazy http://t.co/75LWvtD4oJ,offensive
&#128563;well damn.. RT @JackTheJokster: When ya side hoe claims you as her boyfriend https://t.co/jTJ2jJTfto,offensive
&#128583;&#128583;&#128583;&#128583; can y'all females let this sink in for min? Moment of silence to get y'all bitches thinking right? http://t.co/cDN0dEYCkO,offensive
&#128588; RT @iDO_me2: this vodka be having all the hoes bent over&#128553;&#128131;,offensive
&#128588;&#128588;&#128588; RT @MidCityAce: Y'all excited about that strip mall being built in Louisiana and Claiborne?? That bitch gone be in fiya!!!! &#128514;&#128514;,offensive
"&#128588;&#128588;&#128588;""@Datruthh_: Don't do em with my girl lol RT @thelaurenway: So when yall in threesomes does your girl eat the pussy too?""",offensive
&#128588;&#128591; RT &#8220;@PlanetPOB: Real Men eat pussy.&#8221;,offensive
"&#128588;RT @Ke2yourheart I don't want my man txtn, tlkn, lookin, yet alone speakin to you hoes. I'm not insecure at ALL. y'all hoes CANT BE Trusted",offensive
&#128588;RT @Nay_btw It amazes me how niggas can fuck w/ EVERY bitch but when a nigga try to talk to his bitch he wanna cry about it&#128533; I need answers,offensive
&#128700;&#128700;- you a little genius man i need you for a class so u can help a nig out but you cool af man,offensive
"&#191;Como se llama el ni&#241;o m&#225;s delgado de Jap&#243;n? Yocomo Poko

&#164;&#176;&#164;&#176; gino &#176;&#164;&#176;&#164;",offensive
&#193;lbum de fotos: csitaly: [TS3]Fairy Tail - Satan Soul Mirajane Strauss made with The Sims 3. Happy... http://t.co/b4i8EiMux2,neutral
"&#193;lbum de fotos: gaywrites: In the Making, a project by and for queer students at Harvard, highlights the... http://t.co/XZQ9XmaQTf",hateful
&#8216;Chillin&#8217; With My Homie Or What&#8217;s Left Of Him&#8217;: British Rapper Turned ISIS Jihadi Poses With Severed Head http://t.co/L9vMdNOXPg #tcot,neutral
"&#8220;@0ddtoddler: When people refer to their girlfriend as their ""bitch"" &#128528; ....&#8221; I know how it sounds but it's how we mean it lol",offensive
"&#8220;@1_anddone: Fuck east st john and all they fans, familys , &amp; friends&#8221;

Shut yo bitch ass up",offensive
&#8220;@1muneyy: Had to unfollow that bitch .. thot bitch got me fired from Sonic&#8221;she must've tweeted,offensive
"&#8220;@21Cvasquez: My brother is a bitch, pussy, faggot, etc.&#8221; you just like getting beat up don't you?",offensive
&#8220;@239rell: If you got paid 2million dollars to eat a nugget of shit would u eat it?&#8221; Smash that bitch,offensive
"&#8220;@2Blunts1Jorge: Lol bitch funny, i was over you from the min i tossed your ass to the curb&#128567;&#8221; &#128588;&#128557;",offensive
&#8220;@2hood2bgud: @uce_INA &#128064;&#128066; a bitch is all ears...&#8221; My mama told me not to talk to bitches so...&#128564;&#128514;jk,offensive
&#8220;@305MAYOR: Bad breath ain't cute not even if you a so called bad bitch and it's usually cause by a shitty attitude&#8221; unk ain't ever lied,offensive
&#8220;@44BINKO: Denzy tryna hoe broski Izzy &#128553;&#8221;&#128514;,offensive
&#8220;@4REALROY: @Vomitdatruth no more chunky nugs for you &#127795;&#8221; he doesn't even hook it up like that.,offensive
"&#8220;@50TysonRap: Aye nigga, who tryna freestyle?&#8221; You trash though lol",offensive
&#8220;@50TysonRap: Saw a homeless man sleeping in a box surrounded by bubble wrap. Must be his new alarm system.&#8221; You aren't even FUNNY bitch,offensive
&#8220;@954Nole: This bitch is looking dumber and dumber by the minute.... &gt;&gt;&gt;&gt;&gt;&gt;&gt; @MattHomeTeam&#8221;,offensive
"&#8220;@9acino_: Even though Trunks was one of the main characters, Dragon Ball GT was lowkey weak weak&#8221;

Nothing lowkey about it.. Shit was trash",offensive
&#8220;@ABadBitchCost_: omg yall should see this bag of weed dog this bitch like a .3 fasho lmfaooooo&#8221; &#128553;&#128514;,offensive
&#8220;@AC_Hussle: 98% of women were sluts freshman year of college.&#8221; Let these hoes be great,offensive
&#8220;@ALaQuannD: Woaaaahh that coat though lol&#8221;nigga too warm in that hoe,offensive
&#8220;@ATrue_Cowboy: Truth about any distance for all you love birds out there! http://t.co/1Kqnw4LJ&#8221;,neutral
"&#8220;@A_Brown_30: Frogger, best game ever&#8221; only cuz You suck at flappy bird",neutral
&#8220;@A_Brown_30: Lmao Dylan just got called a pussy by Mr O himself @wagggggie&#8221; takes skill &#128527;&#128170;,offensive
&#8220;@AbstractLife: @Nigel So you still rather have trash ass Geno Smith than Alex?!? You sick man&#8221; U still cant tell Alex sucks? You blind man,offensive
&#8220;@AbstractLife: @NigelDixon1 @SeanTHarrington Orton is trash idc&#8221; he ain't been playing. Trashlex Smith only sat out Kaep took his spot.,neutral
&#8220;@AdamRotter: Watch: Prust tries to hit Hank during break play http://t.co/fZ6lxcS3ok&#8221; @BrandonPrust8 pussy attempt by a pussy #mtlhockey,offensive
&#8220;@AdderallHadMe: Adderall had me killing two birds with one stone http://t.co/wMiNpN64m2&#8221;&#128128;,neutral
&#8220;@Adrianmayer99: Fucking pussy&#8221; @JosephNoonan2,offensive
&#8220;@Al_Teez: Fuck the cowboys. My birthday in two days hoe!&#8221;&#128530;,offensive
&#8220;@AlanaaaXP: Some of yall hoes nasty yall find out yall sharing or shared dick with a dirty ass female and still fuck the nigga &#128567;&#8221;,offensive
&#8220;@AlexaDelsanter: This is awkward u fag @corleyhuff @vitchhhh http://t.co/HUDOhA6YQe&#8221; wonder who's awesome tank that is &#128522;,hateful
&#8220;@AllEyesOnKIE: Been watching madea plays every night &#128514;&#8221;singing ass bitches,offensive
"&#8220;@AlmightyCBoogie: @BenBornReadySMU @vivalakristia ion wanna hear it, then hoes faker than Momma Dee's teeth&#8221;&#128128;&#128128;",offensive
&#8220;@Alondra_Lu: Ain't that a bitch&#8221;,offensive
&#8220;@AmandaBynes: I Want You To Be Pussy Whipped&#8221; I'm yours,offensive
&#8220;@Amburger_6: Wtf is flappy bird&#8221; are you kidding me,neutral
"&#8220;@Amillinati_: Bro like I really enjoy like eating pussy from the back... It makes it more nasty, I like nasty haha &#128520;&#8221;you like eating ass 2",offensive
&#8220;@Analyyxo: Say Something is the one Drake song I have to listen to when I'm in my feelings&#8221;fag,offensive
&#8220;@AndyyDotCom: Every female owns a thong &#8220;@Ben_Dough: If she wear thongs she a hoe lol&#8221;&#8221; both facts,offensive
&#8220;@Ann_E_Lizabeth: I can't stop being a lil bitch&#8221;,offensive
"&#8220;@AnthonyCumia: RT @ispfemme: Another Jersey fail - what a cunt http://t.co/1tZpbHgMhP

-No pics needed. Animal.&#8221; 

Dem coloreds be wack",offensive
&#8220;@AntiGlib: RT @nateyfu123: #Yankees Michael Pineda in his next start.. http://t.co/Zb1zWN0jet&#8221; @954Nole,neutral
&#8220;@ArianaGrande: is this flappy bird shit a joke or........... http://t.co/L3xDYJypjI&#8221; on the real tho,offensive
&#8220;@AriaunaDaVon: Did I just start crying? &#128553;&#128557;&#128514;&#8221; bitch &#128514;&#128514;&#128514;,offensive
&#8220;@Asaprelli_: I hate girls who get drunk &amp; don't turn into hoes fvckin waste of alcohol&#8221; &#128514;&#128557;,offensive
&#8220;@Ashley_J12: Shout out to my momma cuz she didn't raise no hoe! &#128076;&#128079;&#128588;&#8221;,offensive
"&#8220;@AshlynWynns: I'm a ""mud shark"" because I have black friends. Makes perfect sense. &#128514;&#128557;&#128514;&#128557; #idiotic&#8221; @",neutral
&#8220;@Ashton5SOS: An itsy bitsy teeny weeny yellow pock-a-dot bikini&#8221; Polk Ashton. Polk,neutral
&#8220;@Attractive_Bad: Yes Iam single I don't mess or talk to anyone . &#128524; no hoes just me &#128076;&#8221;,offensive
&#8220;@AustinMahone: just got a new fish it's albino and I named him shaquita #yee&#8221; bahaha,neutral
"&#8220;@AyoO_Fettii: My Anaconda Don't 
My Anaconda Don't
My Anaconda Don't
Want None Unless You Got GOALS Hun &#58143;&#58113;&#128213;&#128218;&#128176;&#127969;&#128107;&#128141;&#8221; Smh . White Ass niggah .",offensive
&#8220;@AyyyeThatsChubb: I wish i had my dad in my life but the bitch ass nigga still think im not his child!&#8221; LMFAOOOO but damn that's sad cuh !,offensive
&#8220;@BEARly_sober Hoes really do b birds man &#128557;&#8221;this new to you?,offensive
"&#8220;@BIGHOMIEMARKIE: &#8220;@1017_Sqquad: &#8220;@TODDIE_soPLAYER: @_Raygine bitch get out dem feelings and get some new dick&#128514;&#128514;&#128514; ""&#128064;&#128550;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128128;&#8221;&#128514;&#128514;&#8221;&#128128;&#128128;&#128128;&#128514;",offensive
&#8220;@BINDLE13: My momma aint raise no hoe&#8221;,offensive
&#8220;@BSBHForum: #BeatTheHabs #NYR http://t.co/okvhWHy3Vh&#8221; @CanadiensMTL #pussy,offensive
&#8220;@B_Davis0529: SMDH Eagles fans. You a bitch! RT @MikeMiss975: Hey Giants fans: Victor Cruz is over. Dance to that.&#8221; Hey watch it,offensive
"&#8220;@BaabyD_: ""cause i look great bitch, fuck you mean?"" &#128557;&#128514;&#128514;&#8221;",offensive
&#8220;@Badazz_jspates: I'm suppose to eat yo booty bitch wym&#8221; &#128557;&#128557;&#128557;,offensive
"&#8220;@Banqq_Jayy: ""@1Jayee: &#8220;@ItsKeeJay: I can't remember all the girls I've smashed &#128563;&#128584;&#8221; On God.&#128588;""hoe shit&#8221; Not technically, it takes &#9996;&#65039;.",offensive
&#8220;@BarryClerjuste: I cried like a bitch after my first breakup. Never loved again lol&#8221;,offensive
&#8220;@BasebaIIVines: Michael Pineda hides pine tar...on his neck http://t.co/PJRKJeaY6h&#8221; fact that the Yankees cheat &#128077;&#128077;&#128077; Go Red Sox!! #Boston,neutral
&#8220;@BasedChasen: Chad Jordan in this bitch&#8221; I'm crying,offensive
"&#8220;@BasedChasen: Grandmas always b asking you ""Do you have a girlfriend???"" No....I got hoes tf you mean&#8221; real shit.",offensive
"&#8220;@BasedDevJay: bruh i'm telling you if she got 
zebra print bed sheets 9/10 she a hoe&#8221; @rachel_dority &#128514;&#128514;&#128514;",offensive
&#8220;@BeardedGemini: &#8220;@GinaSanabria_: I have no hoes because yah nigga ain't shit&#8221;&#8221;,offensive
&#8220;@BeautiifulVixen: Bitches love throwing that irrelevant shade &#9995;&#128553; go sit lil bitch .&#8221;&#128175;&#128175;&#128175;,offensive
&#8220;@BeautyOfASinner: So they really deleted flappy bird from the App Store cus someone killed themselves over it &#128514;&#8221; foreal foreal ?? &#128561;&#128557;,neutral
"&#8220;@BeenSlimm: Too many ""lil niggas"" on my TL. http://t.co/vqGezMMwWs&#8221; boosie got hoes",offensive
"&#8220;@Benkasso: I'll beat the pussy up, that's a hook right thur&#8221; &#128064;",offensive
&#8220;@BestOfAds: Rape? Cannibalism? You Won't Recognize The Original Versions Of These Fairy Tales http://t.co/PrnJ8EFAoi&#8221; man wtf,neutral
&#8220;@BetterAreTulips: Jose ur mean :/&#8221; I said ily stfu hoe,offensive
&#8220;@BetterAreTulips: girls are fucking retarded my back started cramping up man&#8221; it's the double d's,offensive
"&#8220;@BigMamaaTee: There's a difference between being actually crazy &amp; aspiring crazy&#8221; real shit . I can't stand ""fake crazy"" bitches",offensive
&#8220;@BillieBoyMitch: @VSamone man I was bouta text all the bitches that ever told me that &#128514;&#8221;lmao you should,offensive
"&#8220;@BixxhMakeMeRich: If u ask me, every bitch gay&#8221;or ""bi""",hateful
&#8220;@Black_Angelo25: First time with 3. Lol http://t.co/mITmFPvVLw&#8221; yuhhhh we hit that hoe!!,offensive
"&#8220;@BlizzyLC: @Vice504fly u need to be in someone's church negro!&#8221;ur absolutely right, but I work Sunday's but still no excuse.",offensive
&#8220;@BlizzyLC: Police just tried to Rodney King a nigga...&#8221;happen to my nig out here,offensive
"&#8220;@BlueEyeBeaner: Vienna sausage clit http://t.co/YY1Gj6oeds&#8221; 

I suck dat bitch. Don&#8217;t y&#8217;all eva believe a colored man don&#8217;t eat no pussay",offensive
"&#8220;@BlueEyeBeaner: lesbian pussy taste like rainbow trout!&#8221;

#lezzzbehonest",offensive
&#8220;@BobbyBudnic Oxtails and yellow rice is blasphemy&#8221; boneless,neutral
&#8220;@Boobah_: What's the symptoms for Ebola? My stomach been hurting b. I'm nervous&#8221;bitch you better not be we was drinking out same bottle,offensive
&#8220;@BookerTweet_: There's starving children in Africa but this bitch using bananas to plug her butt hole smh http://t.co/DjPgA7QAy5&#8221; wtf?&#128514;&#128514;,offensive
&#8220;@Bossman_Carl: I just wanna do something for somebody&#8221;boy sound desperate than hoe how you bout you start off and flat that nose of yours,offensive
&#8220;@BrauC_O_DramA: Hate an overly hood girl... Aye hoe... We not listening to Keef all night &#128514;&#128514;&#8221; &#128514;&#128514;&#128514; I feel you,offensive
"&#8220;@Bre_ah_na: @what_evaittakes it's too early, don't annoy me&#8221;&#128563; don't come back from ya fun filled weekend and give me attitude hoe",offensive
"&#8220;@BreadTruckkBri: These hoes gon come &amp;&amp; go, i feel it.&#8221;",offensive
"&#8220;@BroCulture: When life knocks you down, stand the fuck up and say ""You hit like a little bitch.""&#8221;",offensive
"&#8220;@BurgerKing: Tweet how you #WatchLikeaKing. http://t.co/jrgG9Eq4Xv&#8221;

I #WatchLikeaKing fo da colored folk dying from dis shit food",offensive
"&#8220;@BurgerKing: What&#8217;s going to be your pick for #SelectionSunday? #2for5 #WatchLikeaKing http://t.co/aBam30gSk4&#8221;

Dis make colored folk happy",neutral
&#8220;@CALL_ME_KiTTiE: @what_evaittakes haha imma catch Ebola Trynna keep myself warm lol&#8221;&#128514;&#128514;&#128514; ewww bitch well stay far away from me,offensive
&#8220;@CMRE24 &#8220;Sum wrong with the pussy&#8221;- Sweets&#8221;smh,offensive
"&#8220;@CMRE24 wasn&#8217;t that great to me either RT @Ahki117: ""Equalizer"" was trash Denzel officially washed bruh&#8221;neither was flight",neutral
&#8220;@CRISTIAN__Dior: &#8220;@JoshRaggs: @WeDont_SmokeREG @CRISTIAN__Dior you tweaking rich homie is trash&#8221; you damn near still listen to lil b&#8221; wow &#128553;,offensive
&#8220;@CRYaboutitNIGGA: I get paid too chill.&#8221; Share the wealth Lil nicca,neutral
&#8220;@Caiivs: On some real shit if I catch this bitch it's game on.&#8221;,offensive
&#8220;@CakeMamaa: Y'all hoes messy on god !&#8221;nbs&#128064;,offensive
"&#8220;@CallMeGb__: ""@BrittNaomi_: LMAO RT @ElEpicoRu: Tempted to send this http://t.co/ouc9KE3SCN"" ""fuckin hoe"" lmao&#8221;&#128557;&#128557;",offensive
&#8220;@CallNeeshCakey: I wanna go to this lil shit tonight...but the way how bitches faces be set up ...I be wantin to slap em when I see them&#8221;&#128553;&#128557;,offensive
&#8220;@CallNeeshCakey: Kannie &amp; Vonnie some Tiny ass bitches&#128557;&#128557;&#128557;&#8221;&#128557;&#128079;&#128079; I HATED when you and crissi started calling us little body bitches in Hawaii,offensive
&#8220;@CaptainYankee2: Two of the best Yankees Derek Jeter and Joe Torre #JoeTorreDay http://t.co/XMyxfDBKOX&#8221; @jordan_luree,neutral
&#8220;@CauseWereGuys: One wrong move and consider your bitch mine http://t.co/01VJZqnaHh&#8221; @its_gabbyElla @Lyssa_Rae16,offensive
