text,label
केवल अँगरेज़ ही इतने हिसक हो सकते हैं.,hateful
&#128514; &#8220;@BossmobbE: Racist all month .. Fuck u honkey&#8221;,hateful
हम तुम बांग्लादेशियों का इस जगह से नामो-निशान मिटा देंगे.,hateful
------&gt;RT @Maxin_Betha @HumbltonBanks ankle socks in general are for the faggots bro,hateful
someones clearly a stinky ass beaner...,hateful
वह बन्दर आप सभी बांग्लादेशियों को मिलकर भी ज्यादा बुद्धिमान है.,hateful
मुझे लगता है की ज्यादातर बांग्लादेशी दिमागी रूप से कमजोर हैं.,hateful
हिन्दुओं को पता होना चाहिए की वे हमसे छोटे जीव हैं.,hateful
तुन जैसे हिजड़े चूहों से बढ़कर कुछ नहीं हो.,hateful
@kieffer_jason how would u know if I don't fuck with you? Exactly you don't wtf I got shut your retarded ass up,hateful
हिन्दुओं कभी किसी और की तरह स्मार्ट नहीं हो सकते.,hateful
केवल हिन्दू ही इतने करोड़ हो सकते हैं.,hateful
तुम पाकिस्तानी कचरेकेअलावा कुछ नहीं हो.,hateful
किसी भी समलैंगिक के प्रभारी होने से हमारे देश को खतरा है.,hateful
एक बांग्लादेशी ही इतना बड़ा चुटिया हो सकता है,hateful
@beesands10 But that's what you call white trash with money!!!!!,hateful
इन मुसलमानों की तरह कोई और गदा नहीं है.,hateful
RT @SwaaggyyV: Fucking chinks in Clash of Clans always fuck me up. Bitch ass kamikaze faggots.,hateful
@triple6em96 @Hunglikerobby_ bitch you watch your fucking mouth you dirty whore. I swear to god that's a thin line,hateful
मुझे हिजड़ों से नरफत है.,hateful
"#TrayvonMartin referred to Zimmerman as a ""creepy ass cracker"". Racist thug.",hateful
"If you kill all cops and cracker babies, what next?????? Black states, white states, and Latino states? Isn't that moving backwards?",hateful
असभ्य होना समलैंगिक लोगो के सवभव में हैं.,hateful
@whoswilly white boy talmbout Ight I'll see you tomorrow at school nigger,hateful
"@AustinG1135 answer my snapchat faggot 
#butthurt",hateful
कोई केवल आशा ही कर सकता है की कोई उन निचली जात के लोगों को समाप्त करेगा.,hateful
Good Morning to lightskin dyke bitches with Steven Segal ponytails.,hateful
केवल हिजड़े ही इतने बेवकफ हो सकते हैं.,hateful
RT @KidnapYoGranny: if u dont want your heart broken then dont check for a nigga who entertains hoes,hateful
मुझे सब पाकिस्तानियों से घृ णा है.,hateful
@hunterbuch66 @kieffer_jason @sbsylvester yo fat ugly ass couldn't even pull the ugly bitch in the school,hateful
हिन्दुओं को लगता है की वे ख़ास हैं. मुझे उनसे नफ़रत है.,hateful
ये निचली जात के लोग रद्दीके अलावा कुछ नहीं हैं.,hateful
"@drew4130 @mailgal2000
Y'all hire colored folk? Only work half da day and throw da mail in da sewer if we ain't done",hateful
@DolanGang you wouldn't know fag,hateful
अगर और किसी भी दलित को सरकार में शामिल किया तो देश बर्बाद हो जायेगा.,hateful
अगर उन दलितों को मिटा दिया जाए तो हम बेहतर होंगे.,hateful
मुझे दलितों के खिलाफ कुछ नहीं है लेकिन उनमें से ज्यादातर बहुत घाटियां हैं.,hateful
मुझे मरे हुए चूहे और मरे हुए दलित में कोई अंतर नहीं दीखता.,hateful
किसी भी निचली जात के लोग के प्रभारी होने से हमारे देश को खतर1 है.,hateful
इन हिन्दुओं को जिन्दा रहने का कोइ अधिकार नहीं है.,hateful
RT @MANIAC3X: @Buckm00se I'd rather be from a rancho then live in ghetto ass urban areas with niggers and nigger impersonators. Adopting ni&#8230;,hateful
"@BGALLY17 so ur faggot teammate @BrandonPrust8 hits someone late like that and U say he's yapping and yelling, u guys def 69 in the room",hateful
If someone is part of 'James X' then he's a white trash cultist.,hateful
केवल अँगरेज़ ही इतने हिंsaक हो सकते हैं.,hateful
मै तुम जैसे दलितों को दुनिया से हट्1 दूंगा.,hateful
"Fat ass inbred rednecks like Paula Deen are breed that are going extinct. I mean look at that woman, I would hate to be her scale.",hateful
मैं समझता हूँ की महिलायें भी इंसान हैं. पर मैं इनको हमसे छोटे इंसान में गिनता हूँ.,hateful
तुम जैसे अँगरेज़ को मरना कानूनी तौर पे उचित होना चाहिए.,hateful
सभी निचली जात के लोग कबाड़ हैं.,hateful
तुम मुसलमान कचरे के अलावा कुछ नहीं हो.,hateful
मई महिलाओं से बेहद घृणा करता हूँ.,hateful
Bumped into a bitch that filed for sexual harassment at work against a co-worker...I aint been so shook in my life,hateful
हिन्दू दिमागी रूप से कमज़ोर होते हैं.,hateful
हम इन महिलाओं के गले काट दे तो?,hateful
Fuck you ghetto ass coons,hateful
RT @Buckm00se: if i dont get drafted for the squad we gonna have some problems drop the faggot jesus,hateful
"@joh2guy I LOVE RACISM! ""Blame whitey"" for EVERYTHING!
Now that you mention it! I bet the white man put the Desert tortoise on #BundyRanch",hateful
Vanessa is such a fuckin faggot.,hateful
मैं कल किसी एक निचली जात के व्यक्ति को चाकू से मारूंगा.,hateful
किसी भी हिन्दू के प्रभारी होने से हमारे देश को ख त रा है.,hateful
"Faux Noise pundits don't like duck molester, pro-slavery racist, homophobic teabagger darling Phil Robertson either http://t.co/xXEhPHWWwr",hateful
The #midwest of the US is white trash.,hateful
I hope you get eye cancer bitch.,hateful
लोग कब समझेंगे की केवल समलैंगिक ही हिंसक और क्रूर हैं?,hateful
असभ्य होना बांग्लादेशियों के स्वभाव में हैं.,hateful
जब भी अँगरेज़ मुझे देखते हैं मुझे लगता है की वे समझ सकते हैं की मुझे उनके लिए कुछ भी नहीं लगता है.,hateful
दलितों से बरुआ कुछ नहीं है.,hateful
हिन्दू ही सबसे मुख होते हैं.,hateful
सभी पाकिस्तानी प्रतिकक होते हैं.,hateful
क्या हम आखिरकार मान सकते हैं की मुसलमान एक कैंसर हैं?,hateful
ये हिजड़े रद्दीके अलावा कुछ नहीं हैं.,hateful
U coons can't wait to wear them Oreo J's,hateful
हिन्दुओं से बुर1 कुछ नहीं है.,hateful
ऐसा क्यों है की सभी निचली जात के लोग प्रतिकारक हैं?,hateful
मै दलितों की निन्द1 करता हूँ.,hateful
इस देश में बहुत सारे जिहादी हैं.,hateful
Wassup wit all these fucc niccas,hateful
बीमार हिन्दुओं को जानवरो के डॉक्टर के पास जाना चाहिए.,hateful
अँगरेज़ दिमागी रूप से कमज़ोर होते हैं.,hateful
उन प्रकार के हिजड़ों को निष्पादित किया जाना चाहिए.,hateful
"Gotta love rednecks. Loud, stupid, stubborn, and full o schitt.",hateful
बांग्लादेशी बिकुल नीच होते हैं.,hateful
विशिष्ट पाकी व्यवहार.,hateful
@Joey_D26 sweet comeback u fuckin herb I dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from NYC fag,hateful
@TielerMLG @psvch @HalfAssed_ coming to the rescue of some retard licking dirty skidmarks on the internet... you guys are fucktards,hateful
लोग यह क्यों नहीं समझ पते हैं की हिन्दुओं का जीवन बिलकुल कुछ भी नहीं है?,hateful
तुम्हे नहीं पता की तुम एक रंडी हो.,hateful
इतनी चुटिया हरकत तो कोई दलित ही कर सकता है.,hateful
निचली जात के लोग सबसे बकव1स होते हैं.,hateful
@MilesM_05 shut up coon.,hateful
इन धोबियों के बिना आज हमारा देश कितनी ऊपर पहुंच चूका होता.,hateful
I prefer Jameis Winston to not speak on TV at all. Damn coon.,hateful
महिलाऐं सबसे बकव1स होते हैं.,hateful
समलैंगिक लोगो से बुर1 कुछ नहीं है.,hateful
तुम जैसे सब निचली जात के लोग निफल हो.,hateful
उन्हें सीधा थोक देना चाहिए. आख़िरकार वो मुसलमान जो हैं.,hateful
तुम चूतिये हिन्दुओं को क्या दिक्कत हैं?,hateful
@Christian_ESEM you don't know what your talking about retarded faggot,hateful
"I wonder if that Latino strategy is working?@TPM: GOPer doubles down on ""wetbacks"" but backpedals on ""shoot on sight"" http://t.co/QwlPxxsUIb",hateful
मुझे दलितों से नफरत है.,hateful
केवल हिन्दू ही इतने  हिंsaक हो सकते हैं.,hateful
तुम जैसे दलित मरने के लायक है.,hateful
केवल निचली जात के लोग ही इतने हिंsaक हो सकते हैं.,hateful
Southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working.,hateful
मई मुसलमानों की निदना करता हूँ.,hateful
ये बांग्लादेशी सबसे खड़ूस होते हैं.,hateful
बांग्लादेशी अपवित्र होते हैं.,hateful
क्या यह स्पष्ट नहीं है की अगर हम उन समलैंगिक लोगो को मिटा दिया जाए है तो हम बेहतर होंगे?,hateful
ऐसा क्यों है की सभी अँगरेज़ प्रतिकारक हैं?,hateful
क्या यह बताना आसान है की मुझे यहां के सभी निचली जात के लोगों से घृणा है?,hateful
"RT @SteveStfler: ur a faggot if you change your name to your bday just so you can get bday tweets. this aint FB nigga, fuck yo birthday",hateful
किसी भी दलित के प्रभारी होने से हमारे देश को खतर1 है.,hateful
इन पाकिस्तानियों को जिन्दा रहने का कोइ अधिकार नहीं है.,hateful
किसी भी महिला के प्रभारी होने से हमारे देश को खतरा है.,hateful
दलित अमानवीयप्राणी हैं.,hateful
आइए हमेशा के लिए दलितों से छुटकारा पाया जाए.,hateful
मेरे विचार में उन प्रकार के हिन्दुओं को निष्पादित किया जाना चाहिए.,hateful
अगर ये किसी हिजड़े के दिमाग से आया है फिर तो टट्टी ही होगा.,hateful
आपके जैसी अंग्रेज़ों के बिना दुनिया बेहतर होगी.,hateful
जब मैं इन्हे मार दूंगा तब ये अँगरेज़ हसना बंद कर देंगे.,hateful
@Briana_Rashae I'd like to rape the bitch that posted that.,hateful
मैं तुम जैसे अंग्रेज़ों को नहीं और झेल सकता.,hateful
हम इन निचली जात के लोगों पर बिना किसी दया के अत्याचार करेंगे.,hateful
आप सभी को यह कैसे स्पष्ट नहीं है की महिलाऐं मानव कचरा हैं?,hateful
RT @ivanrabago_: @staycoolwheels @Studhardt22 Joshua is a faggot. Just suspend him on those grounds,hateful
क्या ये साफ नहीं है की मुझे आप बांग्लादेशियों से कितनी नफरत और घृणा हैं?,hateful
@DanielSizelove @Conrad_MLG get on cunt,hateful
मुझे तुम जैसे हिजडोंसे गर्हिना है.,hateful
मुझे लगता है की ज्यादातर हिन्दू दिमागी रूप से कमजोर हैं.,hateful
क्या हम आखिरकार मान सकते हैं की हिजड़े एक कैंसर हैं?,hateful
मई तुम जैसे हिजड़ों को नहीं शी सकता.,hateful
मै समलैंगिक लोगो का विरो1ध करता हूँ.,hateful
Hate this dyke,hateful
हिन्दू सबसे बबाकस होते हैं.,hateful
फांसी ही दलित के लिए एकमात्र समाधान है.,hateful
Fucking gook,hateful
किसी को उन बांग्लादेशियों को चाकू मारना चाहिए.,hateful
दलित बिलकुल नीच होते हैं.,hateful
क्या यह बताना आसान है की मुझे यहां की सभी महिलाओं से घृणा है?,hateful
महिलाओं का जीवन मायने नहीं रखता.,hateful
"""Let's kill cracker babies!"". WTF did I just hear???????? WOW.",hateful
तुम जैसे सभी महिलाऐं ापर्यप्त हैं.,hateful
पकिस्तानी धरती पर बिना किसी संदेह के सबसे बेवकूफ हैं.,hateful
मुझे हिन्दुओं से नफ्2त है.,hateful
I hate all these industry fags. I hope they all get the Nigerian Summer Flu,hateful
RT @NoHoesNextDoor: If you claim Macklemore is your favorite rapper I'm also assuming you watch the WNBA on your free time faggot,hateful
@__hannerr__ you're a faggot,hateful
@YungRajee Shit ill pay the premium to get away from these anything ass hoes,hateful
हिन्दू छोटे और नीचलोगोंमें आते हैं.,hateful
@Princesslexii16 Fucking coon,hateful
मै अंग्रेज़ों का वि रो ध करता हूँ.,hateful
निचली जात के लोग सबसे बुरे होते हैं.,hateful
ये समलैंगिक सबसे खसूड होते हैं.,hateful
As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. Pisses me off.,hateful
"&#8220;@BixxhMakeMeRich: If u ask me, every bitch gay&#8221;or ""bi""",hateful
समलैंगिक लोगो कभी किसी और की तरह स्मार्ट नहीं हो सकते.,hateful
ये मुसलमान जानवर हैं.,hateful
विशिष्ट कंगलादेशी व्यवहार.,hateful
@Sarakateee @FaZe_Rain I wouldn't be proud that faze is in your family. He's horrible for one and two he's ugly trailer trash... #fazeisgay,hateful
मुझे समलैंगिक लोगो से नरफत है.,hateful
तुम जैसे समलैंगिक को मरना कानूनी तौर पे उचित होना चाहिए.,hateful
असभ्य होना मुसलमानों के स्वभाव में हैं.,hateful
bitch you're white stfu with your shitty Spanish,hateful
मुझे सही में लगता है की पाकिस्तानी हम सबसे काम हैं.,hateful
Only white trash would call slants and hindis and moslems their equals.,hateful
"&#8220;@Crowdifornia: We agree... do you? http://t.co/4diz5NKYMN&#8221; FUCK YES, I DO! Send those illegal, wetbacks home!!!",hateful
Yo bitch ass needs to boss the fuck up.,hateful
"@Godsmack_Music @iTunesMusic @iTunes That band is white trash, and only white trash would buy that album.",hateful
इस देश में बहुत सारे पाकी हैं.,hateful
मई काफी मुसलमानों से मिला हूँ और मैं उनमें से हर एक से नफरत करता हूँ.,hateful
मेरे अंदर की मुसलमानों के लिए न फ र त को शब्दों में बताना मुश्किल है.,hateful
RT @JaclynDeeter: Well maybe you're a whore you stupid ugly homeless bitch,hateful
Told my dad to go buy cookies for the graduation reception...this nigga bought Oreos.,hateful
मै निचली जात के लोगों की निं दा करता हूँ.,hateful
Fat ass hoe holding up the machine,hateful
RT @F1abraham: Crew of women hillbillies &amp; gangsters w/the director #ItsAWRAP @AxemanTheMovie @JostonTheney @RachelEReilly &#9992;&#65039;&#127916;&#127909; http://t.co&#8230;,neutral
RT @briangaar: Old white people complaining about government tyranny is like the Yankees being upset that players make too much money,neutral
RT @OGMarcusC: I hate stereotypes. Preconceived notions that black men are athletes or criminals.. Black women are ghetto and confined to t&#8230;,neutral
"I didnt buy any alcohol this weekend, and only bought 20 fags. Proud that I still have 40 quid tbh",neutral
@alberdough check cashing on the corner of El Cajon and calwood it's across the steer for pollo loco,neutral
"RT @proofgelato: Sweet treat at lunch today - raspberry gelato, gin+juice sorbet &amp; brownie gelato! #GelatoCart Thursday - can't wait ...",neutral
"RT @davidjones720: ""Obama is out on the golf course still looking for his balls."" -Charlie Daniels",neutral
RT @MobJoe: Word. And it don't make u a hoe RT @100granHman: It's okay to have sex on first date long as the feeling is mutual,neutral
RT @magicjuice: #giantduck #pittsburghduck #yellow #livestream #wpxi #nofliter @ Duckburgh http://t.co/AnAX2lzcRi,neutral
"I'm not big on the ""Uncle Tom"" slur anyway, but can we at least reserve it for those who earn it, not just those who dare to not vote Dem?",neutral
RT @Elisaa_Martinez: Happy birthday cotton picker lol @1NOnlyDirtyMike,neutral
@ariennajanee its mutual my lil yellow bone&#127827;,neutral
@Linnlondon1 I want some clams on the half shell :-) http://t.co/uFCAjNNQTZ,neutral
lmao I s2g having roots with yellow/white hair makes it look so dirty I'm &#128567; http://t.co/SqbYdUiZr8,neutral
Would you be interested in some eggplant? RT @NittyScottMC: twerk on me http://t.co/75UftRuVDZ,neutral
Nike DC is trash.,neutral
RT @jimmerfredette: I hope the Yankees game doesn't get rained out tonight. It's going to be a special atmosphere and game. Jeter deser&#8230;,neutral
"RT @alisonkent: Also as part of my release day gift (yes, we get those!) this adorable bumblebee bear! #Montlake http://t.co/SC3AjXCiRB",neutral
RT @MensHumor: Cheating on a good woman is like eating out of the trash instead going out for steak. #truth,neutral
RT @ProudlyLiberal2: Charlie Crist wins Democratic primary http://t.co/FunqXo8O4O,neutral
"RT @RubinReport: You can mock Michelle Obama's #TurnipForWhat video, but the turnip is now third in line of succession for president. https&#8230;",neutral
#Yankees got beaten by a thug,neutral
"RT @Goldkamp247: Yep, Steve Spurrier just sorta compared Alabama to the Yankees. ""They've (NY) got the biggest payroll, they don't win ever&#8230;",neutral
"Oops, I just had a Freudian slit.",neutral
@WilliamFBrasky @TheRandomBoner i feel the warm fuzzies.,neutral
"RT @TayTheBADDIE: Never discuss cheese with a rat , talk bread with a bird , or make moves with a snake &#128175;&#128076;",neutral
"From the ESPN Yankees game recap: ""the sellout crowd braved 61-degree temperatures."" LOL What??? That's not weather you struggle through.",neutral
"@hardball @Milbank Chris stop your angry bird spitting n Dana go hail ur racial tendicies, u didn't infor, carter rt n u never talk abt him",neutral
&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/zibllnm1ZS,neutral
RT @xenakix2243: Feeling the crisp fall wind spinning around me and watching the colorful leaves fall like rainbow colored raindrops slowly&#8230;,neutral
Boston's Jihadi Nest and Student Arm of the Muslim Brotherhood &#187; Joe For America http://t.co/4IfJwoeSDR via @RealJTP,neutral
@Titan4Ever2488 how do Yankees fans look back on Gary Sheffield's time with the team?,neutral
"@tonynolanlive ""There is a special time and place for decaf coffee: never and in the trash."" My family's motto about their java habits. &#9749;&#65039;",neutral
@Pudingtane ....yeah....I don't think its about #injuns. I think #redskins is about #politics and #alcoholism in #WashingtonDC .....,neutral
@Yankees ugh,neutral
&#8220;@DIYcookery: Oreo cookies&#128523; http://t.co/8zcjWW56Zz&#8221;bruh &#128525;&#128539;&#128553;,neutral
My flow retarded &#128526;,neutral
"@David_H_Esq Well, ""dirty bird"" could be just a middle finger, since it's the phallic ""giving the bird"". Not necessarily a wobble-wibbler.",neutral
@SonnieJohnson is 72% out of wedlock births a lie? latinos in 2nd place.# mostly driven up by illegal aliens w/ anchor babies,neutral
@tonipmusic woahh!! Ahha I remember her from Charlie and the Chocolate Factory! Who do you think killed Lucy? I think it was Abby,neutral
#mt browngal #gouache #monkey #tiki http://t.co/kFhj8lWhbs,neutral
@cryancarfield haven't you ever heard the story of the birds and the bees,neutral
RT @danwashburn: The Man Who Captured Muammar Gaddafi Was Wearing A Yankees Cap: http://t.co/7G70pOpW,neutral
Why would you think Common is trash? Tf,neutral
@holmes0786 only if its yellow cake &amp; chocolate frosting,neutral
ISIS Jihadis Discuss &#8216;Buying And Selling&#8217; Yezidi Girls As Slaves http://t.co/UoPgIPOpWS #tcot #pjnet,neutral
@frankthetank215 @Jim_McCloskey Fran is a hillbilly Virginia mountain man who has pre-1800s white Anglo-Saxon beliefs #frankensteinMD #kikme,neutral
&#8220;@Yummy: Oreo ice cream cake &#128588; http://t.co/dvabPmgQjo&#8221; &#128525;,neutral
@Decimate_IX Can't even spell right. You have the brain of an ape,neutral
So many weird people in the ghetto at this time.,neutral
"RT @Macbeth870: #bowebergdahl There hasn't been a trade this lopsided since Babe Ruth was traded to the Yankees for ""No No Nanette"" cash.",neutral
"LA M&#193;QUINA

Una vez en Jap&#243;n 5 japoneses crearon una m&#225;quina que atrapaba ladrones. Primero la m&#225;quina la... http://t.co/khzl8PfGCT",neutral
"ATTN : All Brown University students, the stop and frisk protesters will be systematically dispersed into random U.S. ghettos. Good luck.",neutral
That warm fuzzy feeling when you're able to give someone a helping hand. Talking about medical problems with others can really help.,neutral
RT @FoxNews: #FoxNews projects that Wyoming Senator Mike Enzi will defeat Democratic challenger Charlie Hardy. #Election2014,neutral
"RT @MindOnSuccess_: My mother be on some trash man &#128514; I ask her EVERYDAY, you need/ want some money? She say ""Naw I'm good!"" But come payday&#8230;",neutral
"before and after I started playing flappy bird ...
before: &#128522;&#127800;&#128077;&#9728;&#65039;
after: &#128545;&#128299;&#128165;&#128163;&#128293;&#128659;&#128658;",neutral
Best of luck to Tino 'The Bambino' Martinez in Miami (your legacy is saved LOL) #Marlins #Yankees #RedSox #MLB,neutral
RT @MikeTInnes: @AaronWorthing @corrcomm @Icampintense @CarolCNN @CNN So glad Charlie agrees with Carol and CNN that assaulting girls is OK&#8230;,neutral
"RT @DabGodBaby: But only BBC, the American version is trash",neutral
*after BO1 RT @TheGodWriter_: @iDocLyfe Bruh lol I retired after mw2 because everything was trash afterwards.,neutral
"RT @dbrend99: Even if you hate the Yankees there is no way you can't like Derek Jeter, he is one of the classiest and most respectful playe&#8230;",neutral
This reminds me of another quality video lol. He ain't fittin to front for these peckerwoods! http://t.co/AYpwHr0J62,neutral
&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/saWpjDtIGN,neutral
&#8220;@Yattabing Cavs trash.. Heat trash.. Smh&#8221;pat gotta make trades,neutral
"I can't wait to post the designs of my new walkout shirts, sweaters, and hats! Should have the official mock up done tomorrow. They're sexy.",neutral
"""@complex_uk: Ashley Young has tried to deny that bird s*** landed in his mouth ---&gt; http://t.co/mlr5eWgonK https://t.co/AvCHFj7reM"" hahaha",neutral
Scott brooks finds new ways to flip me the bird each game. I know it's the right move but #Idontcare #KDStreak #imsad,neutral
SNL mocks entire Obama tenure in Ebola skit - Hot Air http://t.co/miJdg6x6UC,neutral
"At work but wish I was floating in my 15 ft., on sale at Walmart, redneck pool that my husband probably hasn't cleaned since last weekend.",neutral
RT @Drfreezeburnn: Just spent a good twenty mins trying to teach my bird the skyrim theme song. Then I realized that he was a bird.,neutral
Charlie Sheen's Video Message to President Obama http://t.co/kCRWTbCqZd,neutral
"RT @collegefession: ""My first adult decision i made in college was to buy a guinea pig #NoRagrets #AlsoNoBeerMoney"" - University if Iowa",neutral
"""@iTrapWatermelon: tweety bird tho &#128514;&#128514;&#128514;&#128514;https://t.co/JbnoNM3N1P""",neutral
"RT @TitansHomer: Me: Do you sell any larger sized condoms?

Her: Sir those are 13 gallon trash bags!

Me: *winks until security escorts me &#8230;",neutral
&#9733; BEST ASIAN MASSAGE ON THE Brooklyn Park slope --TOP RATED SPA &#9733;718-622-0221 - 24 http://t.co/ENSNf9RGPH,neutral
"RT @iv9801: Charlie Sheen engaged to porn star http://t.co/THMYpFexic
Mens #Health Tips Sex Toy http://t.co/Hxmlrj1w6m The Adult Toys #KISS&#8230;",neutral
I'm just sitting here waiting for twitter to explode once this Yankees game ends,neutral
@JustTooMuchCake Lmao. it bel ike that nowadays,neutral
But rich is a light skin coon. So it's expected.,neutral
"@kfocht735 Nope - got lucky - some washing on the slopes, gonna make it a little rough combining but feeling very fortunate today",neutral
"""The devil grows inside the hearts of the selfish and wicked
White, brown, yellow and black color is not restricted""",neutral
RT @CuteForFall: I can't wait to wear warm fuzzy sweaters &#128525;&#9786;&#65039;&#127809;&#9749;&#65039; http://t.co/d3BlSbpryd,neutral
The ending to that Yankee game was so planned I can't even take it,neutral
"Didn't get to hit the slopes today, but snowboarding lessons first thing in the morning! #excited",neutral
RT @donnellrawlings: Salute to Derek jetter! Best Yankee ever!,neutral
All I did was said her weed was trash,neutral
Yasss brownies &amp; ice cream &#128523; http://t.co/8qLa3JsglG,neutral
@AstrosCounty Jeff Luhnow is to blame for the Astros not blowing out the Red Sox and Yankees -HC,neutral
just noticed some trash on my notification page i had to clean up,neutral
"I know I'm a hillbilly, but is there anything better than a big pot of beans and cornbread? Little hot sauce on top.",neutral
random running dogs in the ghetto,neutral
"Whipped cream &#9829;,&#9829; #endlesslove",neutral
RT @AvengerStratus: There's nothing hotter than a pale albino chick who can play guitar.,neutral
Don't follow the astros they said. They're trash they said. Well now look at them #astros,neutral
"RT @TheOneTrueDisco: A list of mythical creatures:
Jackelope
Phoenix 
Griffin
Fairy
Unicorn
Pegasus 
A woman that knows where she wants to &#8230;",neutral
@Param0nster_ you and me having Twitter bird shaped pancakes that would just be a start,neutral
"RT @InNewZealand: The Knicks are still trash, Melo signed for the money he don't even care about being on a good winning team.",neutral
"@shrekkalove 
You speak colored too?
I thinks I be in love",neutral
RT @Brandee876: ghetto sour cream http://t.co/1meyQQ7B6G,neutral
"RT @UberFacts: Mila Kunis has heterochromia iridum which gives her two different colored eyes. One eye is green, the other is brown.",neutral
dont make direct eye contact with anything..birds cats nothing lol RT @EVBY_HATES_ASH: I'm going out west to bu (...) http://t.co/oVpwk9I3,neutral
Does it bother anyone else that the planet of the apes timeline makes no sense?,neutral
These brownies are bomb!!!!!!!!! http://t.co/lKZLQQj7W1,neutral
colored denim makes me puke,neutral
"~~Ruffled | Ntac Eileen Dahlia - Beautiful color combination of pink, orange, yellow &amp; white. A Coll http://t.co/H0dYEBvnZB",neutral
@MillerCoors Thanks for the follow guys! I'm enjoying a cold yellow belly right now.,neutral
RT @JFish13: Where has this been all year? But still #FireCashman #Yankees,neutral
RT @Pointdexter: Charlie Sheen gets it http://t.co/DKk6YjTJfU,neutral
NFC South is trash juice,neutral
I asked the name of the bird ancient Egyptians used as the sun of god Heru (Horus).The Pheonix (firebird).,neutral
@hayyllss Merry Christmas Hun ! &#127877;&#127876;&#10084;&#65039;,neutral
"RT @El_Grillo1: In the ME, the crow would eat the bear MT @webradius Obviously not in the ME MT @solemnwatch: Bear Saves Drowning Crow - An&#8230;",neutral
i wanna go to the ghetto club tonight.,neutral
RT @NormSanders: I much prefer this classic blue and yellow Rams uniform to anything we've seen since that magical year. Not even close #st&#8230;,neutral
"Her excuse is ""when I die u can have all my gold."" I don't even like yellow gold anymore. I gave her all of mine.",neutral
@ToWherever I'm not yellow I'm sorry,neutral
@TylerCarboner hey I'll leave Abbey too! Oh if I get a job on the slope I might move back! Cause id lose out on lots of money buying tickets,neutral
@ThatGuyNorman @migue_pantoja trash,neutral
"Rev. Charlie Rangel: What Unions Stand For Are &#8220;Spiritual Damn Things&#8221;&#8230; LIKE INFLATABLE RATS. 

 http://t.co/2nmrLDvIgB",neutral
"RT @Oreo: @Honda Wow, and we thought we were the only ones with a luxurious interior #OreoLove #StufOfLegend",neutral
@TheIronPony You rebel. Next you'll be ripping mattress tags off. It's a slippery slope.,neutral
RT @OGMarcusC: !!!! &#8220;@RapAboutCereal: Jay Z verse trash. http://t.co/eYb3B08BTM&#8221;,neutral
@butterfliesblue I heard green tea makes you lose weight.... And Imma coon so that explains the watermelon,neutral
RT @NBCSports: THIS JUST IN: Yankees P Michael Pineda is ejected from game after substance found on his neck http://t.co/7c3ekGdoVB http://&#8230;,neutral
Happy birthday to my pops. Old negro spiritual is 64 today lol,neutral
#WorldSeriesGame3 Hunter Pence is so annoying he should be a Red Sox player. Shave fool and take your Vyvanse&#9918;&#65039;&#9918;&#65039;&#128074;&#128074;#Yankees 2015!!,neutral
"It's weird but I miss Robertson Screwdrivers :( --&gt; From &#8216;toque&#8217; to &#8216;mickey,&#8217; ten Canadianisms :: http://t.co/LUFaCmlo20 via @nationalpost",neutral
RT @ThinkingOfJacob: So I took a 1000 pictures with him and he ate all the brownies I made but he's the new homie @macdemy http://t.co/cZeO&#8230;,neutral
RT @MacMiller: @iCodyMontana @ScHoolBoyQ @xdannyxbrownx yeah they trash. Q... this man capitalized his H tho.... i'm takin all ya fans.,neutral
She sounded like a bird crowing,neutral
that would be the stunt in which @JamesOKeefeIII crossed some water dressed as a dead man while his teabagger sheriff friend watched him.,neutral
@dxum7 Jordan's are trash,neutral
RT @koolestbreeze: Thanks Charlie!! http://t.co/iw06cCEkND,neutral
@lcl03 you've been talking trash since we were 3 and 5.,neutral
blue-sapphire-earrings 18k-yellow-gold-clip-on-diamond Alexandra Earrings in Emerald Crystal on Emma http://t.co/5j3lRXgrcn,neutral
RT @ShitPussiesSay: Dudes built like a crushed Twinkie http://t.co/1WsYI6gDVP,neutral
"Sometimes I wish I had a cute pet monkey, but then I remember it would probably defecate everywhere, beat me up, and destroy my house.",neutral
"Charlie Crist wins Democratic primary in Florida governor's race, AP projects http://t.co/Gy9uRBtQ1q via @WSJ",neutral
RT @Yankees: Remember when we paused an All-Star Game to honor Mariano Rivera? #tbt http://t.co/PqEDosogLo,neutral
*rubs hands like bird man,neutral
RT @LowkeyGado: PND vocals so trash lmao,neutral
Want to touch tha boootyyyyy....neeeeed to touch the heinie &#127825;,neutral
"I been to mushroom mountain
Once or twice but who's countin'
But nothin compares
To these blue &amp; yellow purple pills&#128156; http://t.co/fMjlVMEqDO",neutral
